,x,y
377,im starting to feel unwelcome in life and some people can already tell this,sadness
378,i feel absolutely fantastic and i hope baby does too,joy
379,i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,joy
380,i feel bitter and just honkerblonked off in general,anger
381,i have a feeling that your father already convinced him of that,joy
382,i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,love
383,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,joy
384,i am feeling humorous i put cold callers on hold,joy
385,i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,sadness
386,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,surprise
387,i feel very privileged but it is also a lot of work,joy
388,im pretty happy but a little on the nauseated side to feel thrilled,joy
389,i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,sadness
390,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,surprise
391,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,anger
392,i feel like im putting an innocent man on death row,joy
393,i wasn t sure what else to do to help her feel smart,joy
394,i begin to feel that every waking moment is devoted to work,love
395,i feel is thankful for the lessons i m learning,joy
396,i feel such a longing and sadness when i see families with more children than i have,love
397,i feel distinctly called in clermont to focus on these little ones that seem naughty,love
398,i hope you can feel glad that she gave you so many things including memories that you can cherish,joy
399,i am feeling pretty worthless right now,sadness
400,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,joy
401,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,sadness
